Time,CAPTIL,CENTRL,DUNWOD,GENESE,HUD VL,LONGIL,MHK VL,MILLWD,N.Y.C.,NORTH,WEST
2018-01-01 18:00:00+00:00,1769.5833333333333,2174.05,735.8166666666666,1268.7833333333333,1355.1333333333334,2682.741666666667,1195.1083333333331,427.0083333333334,6547.983333333334,641.8249999999999,1978.975
2018-01-01 19:00:00+00:00,1753.525,2187.35,738.3916666666668,1260.9833333333331,1340.275,2692.233333333333,1172.775,435.28333333333336,6582.708333333333,641.65,1971.7666666666664
2018-01-01 20:00:00+00:00,1757.2333333333336,2229.5666666666666,744.625,1284.4,1373.5749999999998,2737.1000000000004,1178.2666666666669,425.5666666666666,6619.358333333333,639.7833333333333,1975.3083333333327
2018-01-01 21:00:00+00:00,1837.7166666666665,2336.433333333333,786.2083333333331,1347.6583333333333,1434.1166666666668,2906.3000000000006,1220.4666666666665,456.225,6771.766666666666,654.4,2036.4666666666665
2018-01-01 22:00:00+00:00,1974.2,2506.65,854.2916666666666,1486.591666666667,1552.658333333333,3213.9583333333326,1305.5833333333333,510.5,7067.333333333335,678.4833333333332,2188.7166666666667
2018-01-01 23:00:00+00:00,1972.6166666666668,2510.058333333333,870.4500000000002,1486.5249999999996,1565.3583333333331,3246.5,1312.4166666666663,522.4500000000002,7088.975000000001,679.1999999999999,2211.2583333333328
2018-01-02 00:00:00+00:00,1946.2999999999995,2471.833333333333,863.2333333333332,1455.8499999999997,1541.6666666666667,3196.958333333333,1286.8833333333334,519.0416666666666,7036.499999999999,678.5333333333333,2196.883333333333
2018-01-02 01:00:00+00:00,1895.0833333333337,2438.6583333333338,848.3333333333335,1414.966666666667,1505.775,3116.65,1247.5666666666668,496.875,6930.591666666666,692.9916666666667,2153.1083333333336
2018-01-02 02:00:00+00:00,1811.825,2333.791666666666,803.1333333333333,1343.4416666666668,1441.1166666666668,2980.8916666666664,1183.55,475.0583333333333,6749.533333333333,685.4583333333334,2080.5333333333333
2018-01-02 03:00:00+00:00,1699.3833333333334,2178.7833333333338,744.2000000000002,1251.4166666666667,1351.8166666666666,2765.175,1095.7583333333332,431.69166666666666,6480.0,664.9416666666667,1973.2583333333328
2018-01-02 04:00:00+00:00,1599.375,2082.833333333333,685.5666666666666,1156.8916666666669,1272.1166666666666,2549.391666666667,1033.841666666667,390.76666666666665,6127.608333333334,660.4916666666667,1858.6416666666669
2018-01-02 05:00:00+00:00,1545.2833333333335,2000.325,644.225,1100.15,1186.8416666666667,2388.225,992.2666666666664,389.8583333333333,5834.841666666667,653.5916666666668,1788.216666666667
2018-01-02 06:00:00+00:00,1519.3083333333332,1958.2166666666665,627.4333333333333,1070.2583333333334,1163.7333333333336,2289.8416666666662,973.4666666666668,361.65,5604.466666666666,646.0166666666668,1745.716666666667
2018-01-02 07:00:00+00:00,1505.025,1940.158333333333,609.2333333333333,1059.9916666666666,1151.6583333333333,2247.833333333333,967.3666666666668,352.1833333333334,5472.175,648.3083333333334,1729.9916666666668
2018-01-02 08:00:00+00:00,1502.7166666666662,1942.7583333333328,598.3333333333334,1057.4083333333333,1150.1833333333332,2233.108333333333,972.0833333333334,353.50833333333327,5422.850000000001,646.5833333333334,1722.5749999999998
2018-01-02 09:00:00+00:00,1526.6333333333332,1977.625,600.0749999999999,1082.2,1160.8416666666667,2261.8666666666663,991.725,359.5916666666667,5453.908333333333,653.5916666666667,1752.9583333333333
2018-01-02 10:00:00+00:00,1595.4749999999997,2073.8750000000005,644.6500000000001,1149.2083333333337,1214.5333333333333,2364.2166666666667,1030.5583333333334,372.0916666666667,5669.750000000001,671.3000000000001,1830.7750000000003
2018-01-02 11:00:00+00:00,1735.6333333333334,2250.4833333333336,697.9583333333335,1267.1333333333334,1315.4666666666665,2607.3666666666663,1128.4666666666667,421.4583333333333,6153.108333333333,696.4833333333335,1964.15
2018-01-02 12:00:00+00:00,1836.875,2377.65,768.4249999999998,1360.7166666666667,1393.0083333333334,2784.175,1202.475,438.25,6658.558333333333,715.8583333333332,2098.85
2018-01-02 13:00:00+00:00,1843.425,2384.65,804.35,1377.4833333333331,1399.2416666666668,2825.5916666666667,1243.2666666666669,438.90833333333336,6970.966666666667,712.5416666666666,2138.9166666666665
2018-01-02 14:00:00+00:00,1861.75,2405.875,813.3166666666667,1404.125,1400.4583333333333,2822.3583333333336,1272.341666666667,435.5,7203.916666666668,708.7666666666665,2172.6333333333337
2018-01-02 15:00:00+00:00,1848.0724338333337,2425.4413041666667,818.9651301499999,1410.7209289166665,1398.6023615,2812.57079675,1275.9477305,433.649171425,7313.530714500001,705.2145626916666,2190.2717258333337
2018-01-02 16:00:00+00:00,1833.275,2407.925,813.75,1416.5749999999998,1398.9,2785.108333333333,1275.7,416.33333333333326,7357.424999999999,702.4666666666666,2211.7916666666665
2018-01-02 17:00:00+00:00,1837.7666666666664,2376.5916666666667,809.0916666666666,1408.525,1386.75,2743.5166666666664,1252.4,416.76666666666665,7341.599999999999,698.6666666666666,2203.2
2018-01-02 18:00:00+00:00,1836.8666666666668,2335.575,797.3166666666667,1395.0666666666666,1373.5500000000002,2716.391666666667,1246.7333333333331,417.76666666666665,7299.766666666666,697.2083333333334,2189.55
2018-01-02 19:00:00+00:00,1822.091666666667,2330.383333333333,799.9916666666668,1371.2166666666665,1374.6333333333332,2715.1833333333334,1232.525,418.5666666666668,7271.141666666666,692.8166666666667,2141.2833333333333
2018-01-02 20:00:00+00:00,1816.7916666666667,2329.0916666666667,817.6333333333336,1367.3,1375.6083333333331,2768.933333333333,1224.8583333333331,423.2,7295.875,688.1416666666665,2088.95
2018-01-02 21:00:00+00:00,1886.0583333333327,2371.891666666667,842.2416666666667,1405.9166666666667,1433.9416666666666,2943.816666666666,1269.7333333333331,447.9083333333333,7427.316666666667,686.9166666666666,2135.258333333333
2018-01-02 22:00:00+00:00,2009.275,2551.5666666666666,906.3833333333332,1533.175,1555.3,3259.2166666666667,1370.1666666666667,497.4000000000001,7659.266666666667,682.7916666666666,2297.3416666666667
2018-01-02 23:00:00+00:00,2018.591666666667,2557.7166666666667,923.575,1548.0833333333333,1578.466666666667,3320.0750000000003,1394.0416666666663,515.5666666666666,7608.3,706.1583333333333,2334.8166666666666
2018-01-03 00:00:00+00:00,1974.8333333333328,2509.4916666666663,915.95,1510.791666666667,1568.425,3265.408333333333,1359.55,512.7583333333333,7494.441666666666,703.3666666666664,2305.85
2018-01-03 01:00:00+00:00,1914.925,2448.025,891.1999999999999,1461.7,1535.6333333333334,3176.9166666666665,1314.3833333333334,494.4333333333333,7320.833333333335,687.5083333333333,2250.4500000000003
2018-01-03 02:00:00+00:00,1816.425,2334.4083333333338,843.4666666666664,1383.466666666667,1456.8916666666669,3027.583333333333,1242.175,468.725,7088.425,669.2583333333333,2164.216666666667
2018-01-03 03:00:00+00:00,1692.5916666666665,2208.7916666666665,773.1166666666667,1297.9916666666666,1363.7333333333331,2793.416666666666,1150.0583333333334,425.2416666666666,6708.875,644.1333333333333,2076.583333333333
2018-01-03 04:00:00+00:00,1579.8166666666666,2076.383333333333,702.3249999999999,1201.325,1265.4916666666666,2546.933333333333,1060.841666666667,388.8833333333334,6256.8,629.3583333333335,1946.2833333333333
2018-01-03 05:00:00+00:00,1512.7083333333333,2013.0333333333328,659.0083333333333,1137.1416666666669,1201.8583333333331,2370.075,1011.3833333333332,365.89166666666665,5877.483333333334,616.1166666666666,1857.7166666666665
2018-01-03 06:00:00+00:00,1477.5666666666666,1990.6000000000004,637.9916666666667,1114.6,1174.9416666666666,2274.1250000000005,979.566666666667,349.5916666666667,5609.558333333333,606.5083333333333,1791.0250000000003
2018-01-03 07:00:00+00:00,1464.4833333333331,1960.95,625.9083333333333,1099.658333333333,1160.475,2212.191666666666,975.6416666666664,353.14166666666665,5459.683333333333,605.725,1761.2499999999998
2018-01-03 08:00:00+00:00,1463.7416666666668,1950.7583333333328,623.1583333333332,1101.1583333333335,1154.9666666666667,2195.133333333333,962.575,356.27500000000003,5391.658333333334,602.9,1749.075
2018-01-03 09:00:00+00:00,1487.3666666666668,1998.2583333333328,629.8249999999999,1121.975,1186.9,2225.891666666667,978.25,353.03333333333336,5420.266666666666,605.7583333333333,1775.0833333333333
2018-01-03 10:00:00+00:00,1553.1083333333331,2095.925,663.7333333333333,1174.55,1218.7500000000002,2329.6000000000004,1023.325,388.6333333333334,5636.808333333333,619.8416666666666,1846.4333333333327
2018-01-03 11:00:00+00:00,1703.7249999999997,2290.675,734.5916666666667,1289.2333333333331,1328.2583333333332,2552.7333333333336,1135.2833333333335,424.39166666666665,6121.75,644.8666666666667,1979.6916666666664
2018-01-03 12:00:00+00:00,1794.7,2390.191666666667,799.0916666666667,1386.6416666666669,1398.6666666666667,2737.083333333333,1214.575,449.53333333333336,6650.158333333333,653.8666666666667,2101.8166666666666
2018-01-03 13:00:00+00:00,1797.5,2381.4,825.8249999999998,1394.25,1411.9833333333331,2755.183333333333,1236.3916666666669,451.7083333333333,6941.8,656.6166666666667,2108.5416666666665
2018-01-03 14:00:00+00:00,1801.1166666666668,2358.7500000000005,820.1249999999999,1401.958333333333,1373.5583333333334,2705.816666666666,1234.475,442.925,7120.450000000001,634.3666666666667,2106.1249999999995
2018-01-03 15:00:00+00:00,1764.1416666666664,2334.708333333333,820.6916666666666,1418.45,1384.1666666666667,2660.1,1218.8,417.6083333333333,7191.916666666668,620.5416666666666,2117.858333333333
2018-01-03 16:00:00+00:00,1736.875,2329.55,800.8833333333333,1404.483333333333,1371.625,2604.4083333333333,1191.9666666666667,409.74166666666673,7182.841666666666,639.1916666666667,2089.675
2018-01-03 17:00:00+00:00,1716.725,2288.8416666666667,793.0333333333333,1355.5,1349.75,2596.608333333333,1161.2916666666667,407.9500000000001,7191.958333333332,649.4416666666666,2052.9083333333333
2018-01-03 18:00:00+00:00,1696.8166666666668,2291.225,788.6083333333332,1334.9166666666667,1332.55,2577.666666666667,1153.3166666666666,396.6166666666666,7145.058333333333,648.475,2057.058333333333
2018-01-03 19:00:00+00:00,1690.8333333333333,2261.2666666666664,785.4916666666668,1321.4333333333334,1315.0666666666666,2585.4083333333333,1137.6750000000002,400.9083333333333,7084.441666666666,636.2916666666666,2052.6833333333334
2018-01-03 20:00:00+00:00,1699.9,2246.258333333333,788.5749999999999,1308.5916666666665,1333.1166666666666,2645.75,1133.0166666666669,399.0083333333334,7123.041666666667,647.85,2043.2916666666663
2018-01-03 21:00:00+00:00,1787.5583333333332,2305.891666666667,823.6166666666667,1339.475,1400.9166666666667,2821.191666666667,1157.8833333333332,419.19166666666666,7254.275000000001,658.5749999999999,2071.225
2018-01-03 22:00:00+00:00,1926.7,2478.491666666667,887.0166666666668,1435.8416666666665,1488.1916666666666,3115.1416666666664,1243.8750000000002,469.7916666666667,7447.658333333333,671.2916666666667,2191.675
2018-01-03 23:00:00+00:00,1953.9083333333333,2528.7833333333338,891.725,1442.9166666666667,1515.6333333333332,3179.9,1261.475,503.4666666666667,7368.516666666667,674.1416666666668,2224.6833333333334
2018-01-04 00:00:00+00:00,1926.233333333333,2511.1583333333333,883.3416666666667,1418.65,1507.716666666667,3138.6000000000004,1251.3666666666666,501.5750000000001,7221.041666666667,633.9,2208.4166666666674
2018-01-04 01:00:00+00:00,1871.45,2457.3666666666663,859.525,1379.7333333333336,1475.7333333333331,3068.0166666666664,1220.2500000000002,487.11666666666673,7031.658333333334,621.8666666666667,2171.083333333333
2018-01-04 02:00:00+00:00,1782.0250000000003,2340.7833333333333,824.9499999999999,1308.15,1429.0916666666665,2940.275,1161.7416666666663,450.3916666666667,6793.316666666668,631.7583333333333,2089.7000000000003
2018-01-04 03:00:00+00:00,1658.7250000000004,2196.95,770.1999999999999,1210.1416666666664,1348.7916666666667,2738.683333333333,1084.1666666666667,403.5583333333333,6473.591666666667,625.4833333333333,1972.8
2018-01-04 04:00:00+00:00,1553.3333333333333,2095.566666666667,704.0333333333334,1117.6833333333336,1268.2833333333333,2506.0750000000003,1023.6333333333332,374.5,6064.900000000001,612.1999999999999,1850.8416666666665
2018-01-04 05:00:00+00:00,1486.341666666667,2034.233333333333,654.5833333333334,1054.6166666666666,1161.725,2302.0416666666665,975.875,342.57500000000005,5687.416666666667,606.7416666666667,1762.875
2018-01-04 06:00:00+00:00,1462.425,1978.4416666666664,620.0333333333333,1025.7500000000002,1128.025,2186.016666666667,944.7666666666664,329.875,5440.558333333333,599.7083333333334,1712.7583333333332
2018-01-04 07:00:00+00:00,1445.8916666666669,1942.05,599.1416666666667,1009.6750000000002,1100.716666666667,2109.4083333333333,929.3166666666666,315.2583333333333,5259.066666666668,597.775,1701.8
2018-01-04 08:00:00+00:00,1447.4833333333331,1915.725,591.0500000000001,1009.9,1093.0333333333333,2090.9166666666665,931.3416666666668,314.53333333333336,5178.325,598.3833333333333,1689.0333333333335
2018-01-04 09:00:00+00:00,1472.2833333333335,1937.025,596.2083333333334,1030.0583333333334,1105.5916666666667,2111.2166666666667,956.6333333333332,313.03333333333336,5216.05,601.1666666666666,1706.341666666667
2018-01-04 10:00:00+00:00,1535.9416666666666,2064.0416666666665,626.9083333333333,1095.2583333333332,1148.05,2184.166666666667,996.1166666666664,331.28333333333336,5436.641666666666,619.8666666666667,1781.4
2018-01-04 11:00:00+00:00,1676.1083333333331,2253.4,677.4833333333335,1213.1250000000002,1221.8333333333337,2304.583333333333,1086.3166666666666,360.0416666666667,5803.983333333334,644.525,1924.8416666666665
2018-01-04 12:00:00+00:00,1767.4166666666663,2384.191666666667,740.8916666666665,1312.3,1288.841666666667,2425.241666666667,1163.2916666666667,394.8083333333334,6232.691666666666,658.0749999999999,2052.9
2018-01-04 13:00:00+00:00,1777.1500000000003,2384.6583333333333,781.5416666666666,1323.275,1354.4916666666666,2530.1666666666665,1189.1916666666668,411.85,6611.591666666667,657.0250000000001,2081.075
2018-01-04 14:00:00+00:00,1796.5,2401.016666666667,810.0333333333334,1344.0916666666665,1398.0166666666669,2680.0333333333333,1205.6916666666666,441.33333333333326,6953.700000000001,625.0416666666666,2102.3083333333334
2018-01-04 15:00:00+00:00,1820.2083333333333,2432.8666666666663,831.8666666666667,1359.5,1442.0083333333332,2788.05,1233.4500000000005,459.50833333333327,7144.466666666666,620.4250000000001,2127.8500000000004
2018-01-04 16:00:00+00:00,1839.425,2446.025,835.9250000000001,1364.75,1468.8916666666664,2848.316666666667,1238.9333333333334,463.875,7247.258333333334,620.6999999999999,2130.025
2018-01-04 17:00:00+00:00,1833.8833333333328,2417.3,842.8166666666667,1358.6666666666663,1479.2833333333335,2888.7833333333333,1216.9749999999997,457.48333333333335,7279.475000000001,620.6416666666665,2114.633333333333
2018-01-04 18:00:00+00:00,1823.1833333333327,2423.7916666666665,830.6583333333333,1355.9333333333334,1479.775,2900.741666666667,1201.1333333333334,454.7,7259.583333333333,614.475,2118.975
2018-01-04 19:00:00+00:00,1805.108333333333,2406.5083333333337,821.4666666666667,1352.7666666666669,1459.9083333333335,2884.758333333333,1186.3666666666666,460.44166666666666,7207.399999999999,609.95,2099.1333333333337
2018-01-04 20:00:00+00:00,1796.975,2404.2499999999995,822.8250000000002,1347.075,1452.0583333333334,2878.1666666666665,1193.0583333333334,436.2749999999999,7168.466666666666,623.2083333333334,2086.9083333333333
2018-01-04 21:00:00+00:00,1855.775,2423.508333333333,824.3499999999999,1376.4666666666665,1462.2166666666665,2986.4083333333333,1249.95,444.65,7220.891666666666,625.075,2118.1583333333333
2018-01-04 22:00:00+00:00,1952.1833333333327,2573.2916666666665,889.8499999999999,1463.4916666666668,1572.7166666666665,3210.733333333333,1330.45,481.40833333333336,7396.741666666668,657.4666666666667,2238.316666666666
2018-01-04 23:00:00+00:00,1966.4333333333327,2595.458333333333,886.2083333333334,1480.0749999999998,1576.8,3233.691666666666,1342.9916666666666,485.86666666666673,7355.941666666667,684.5083333333333,2277.375
2018-01-05 00:00:00+00:00,1930.2833333333333,2560.9500000000003,871.2500000000001,1459.8666666666668,1557.275,3139.0416666666665,1322.775,466.0916666666667,7221.808333333334,679.4416666666667,2262.3416666666667
2018-01-05 01:00:00+00:00,1866.225,2479.9666666666662,842.2666666666668,1427.4,1486.6416666666669,3030.925,1288.6666666666667,458.4333333333333,7029.783333333334,670.3666666666667,2225.233333333333
2018-01-05 02:00:00+00:00,1771.5416666666667,2383.725,820.0500000000001,1364.5166666666669,1420.6416666666669,2882.816666666666,1235.6916666666664,434.2749999999999,6804.716666666666,658.8416666666666,2152.8083333333334
2018-01-05 03:00:00+00:00,1659.725,2256.5916666666662,769.7333333333335,1278.125,1333.0416666666667,2698.5166666666664,1148.3666666666666,403.38333333333327,6521.816666666667,638.2666666666667,2071.725
2018-01-05 04:00:00+00:00,1559.7583333333332,2188.5583333333334,713.1999999999999,1195.3916666666669,1245.975,2502.2833333333333,1075.3583333333331,374.7000000000001,6165.591666666668,629.6083333333333,1950.2499999999995
2018-01-05 05:00:00+00:00,1511.8916666666664,2133.133333333333,651.4499999999999,1149.8916666666669,1191.8750000000002,2349.8416666666667,1046.2916666666667,342.55833333333334,5843.224999999999,629.2833333333334,1873.6416666666669
2018-01-05 06:00:00+00:00,1488.8249999999998,2076.6666666666665,622.6999999999999,1124.5083333333334,1165.8083333333334,2271.833333333333,1022.2416666666668,335.075,5639.666666666667,632.4166666666666,1822.5583333333327
2018-01-05 07:00:00+00:00,1484.2416666666666,2079.8750000000005,611.3583333333333,1113.5083333333334,1157.7416666666666,2238.875,1018.5833333333334,339.475,5520.749999999999,631.8166666666667,1802.5166666666669
2018-01-05 08:00:00+00:00,1493.8249999999998,2085.4083333333333,608.775,1110.1166666666666,1151.0083333333332,2222.441666666666,1022.15,340.425,5471.683333333332,633.5749999999999,1791.0666666666668
2018-01-05 09:00:00+00:00,1518.025,2123.891666666667,617.0,1132.1,1176.8416666666667,2259.833333333334,1040.1916666666664,345.6,5520.816666666668,638.2416666666667,1827.3666666666668
2018-01-05 10:00:00+00:00,1584.0249999999996,2219.891666666667,648.7416666666667,1188.3833333333334,1225.975,2358.383333333333,1098.95,366.6,5731.625,655.2833333333332,1888.425
2018-01-05 11:00:00+00:00,1698.3750000000002,2362.133333333333,713.5333333333333,1267.225,1305.6416666666669,2529.616666666667,1184.6416666666669,405.13333333333327,6143.900000000001,679.5833333333334,1995.8416666666665
2018-01-05 12:00:00+00:00,1806.1583333333333,2430.0416666666665,773.375,1343.9083333333335,1379.675,2677.3666666666663,1240.1416666666669,425.5999999999999,6603.441666666667,689.6833333333333,2104.0750000000003
2018-01-05 13:00:00+00:00,1860.608333333333,2494.4,805.7083333333331,1382.1083333333336,1430.3333333333333,2774.941666666667,1284.8750000000002,437.8333333333333,6959.375,695.3833333333333,2160.8583333333336
2018-01-05 14:00:00+00:00,1861.175,2532.641666666667,822.0500000000001,1419.275,1451.0250000000003,2858.316666666666,1304.95,440.7166666666666,7245.108333333333,700.0916666666666,2188.2583333333337
2018-01-05 15:00:00+00:00,1862.8916666666669,2581.558333333334,829.6916666666666,1447.7333333333331,1463.5666666666666,2888.8250000000003,1314.1250000000002,443.00833333333327,7414.791666666668,705.0166666666668,2223.55
2018-01-05 16:00:00+00:00,1851.625,2577.925,842.6166666666668,1455.9166666666667,1460.95,2904.7000000000003,1320.7333333333331,440.4,7495.099999999999,707.1333333333333,2219.133333333333
2018-01-05 17:00:00+00:00,1850.575,2605.8916666666664,843.4666666666667,1454.825,1446.7166666666665,2910.325,1309.675,442.1916666666666,7521.200000000001,709.4333333333333,2208.116666666667
2018-01-05 18:00:00+00:00,1839.6833333333327,2587.4166666666665,834.5416666666669,1447.2916666666667,1444.8583333333331,2918.7833333333333,1308.0583333333334,439.0583333333333,7513.349999999999,712.025,2197.6000000000004
2018-01-05 19:00:00+00:00,1832.0166666666669,2587.333333333333,832.225,1433.975,1440.275,2947.5166666666664,1306.4083333333335,440.2000000000001,7486.075000000001,712.9333333333334,2184.4833333333336
2018-01-05 20:00:00+00:00,1834.2750000000003,2582.275,845.3416666666667,1427.075,1459.15,2992.333333333333,1299.1,443.85,7513.224999999999,710.7666666666665,2165.983333333333
2018-01-05 21:00:00+00:00,1894.1583333333333,2621.3,867.7916666666666,1441.1166666666668,1517.175,3132.008333333333,1331.7333333333336,470.775,7613.191666666667,722.6583333333333,2188.133333333333
2018-01-05 22:00:00+00:00,2004.033333333333,2753.0750000000003,929.7916666666666,1524.8750000000002,1627.35,3407.75,1395.2416666666668,508.88333333333327,7806.183333333333,731.3000000000001,2300.925
2018-01-05 23:00:00+00:00,2008.4666666666665,2760.208333333333,927.8583333333336,1522.1999999999998,1641.5833333333333,3450.775,1409.2083333333333,517.5416666666666,7758.533333333333,728.1750000000001,2323.208333333333
2018-01-06 00:00:00+00:00,1978.05,2700.7000000000003,931.1916666666668,1488.35,1618.1999999999998,3378.241666666667,1394.7083333333333,520.55,7646.983333333334,727.0833333333334,2299.733333333333
2018-01-06 01:00:00+00:00,1938.4166666666663,2631.5083333333328,900.2333333333335,1443.7666666666669,1588.4,3318.25,1358.7333333333331,503.89166666666665,7474.133333333334,715.8000000000001,2256.225
2018-01-06 02:00:00+00:00,1864.65,2526.291666666667,872.3416666666667,1379.7499999999998,1534.5,3202.15,1298.7666666666669,488.33333333333326,7257.3,708.9416666666666,2190.991666666667
2018-01-06 03:00:00+00:00,1771.75,2415.7000000000003,825.5583333333334,1298.0833333333333,1464.3833333333334,3024.625,1240.1166666666666,459.5583333333333,6984.916666666668,690.1083333333332,2098.175
2018-01-06 04:00:00+00:00,1677.2,2295.9666666666667,776.4916666666668,1222.4916666666666,1373.3,2822.441666666667,1168.7499999999998,431.3333333333333,6642.808333333334,680.4416666666666,1989.1
2018-01-06 05:00:00+00:00,1610.3499999999997,2215.3,726.5333333333333,1168.0916666666667,1312.6083333333331,2651.366666666667,1110.75,413.7,6294.066666666667,669.7083333333333,1902.9416666666664
2018-01-06 06:00:00+00:00,1564.0166666666669,2172.4666666666667,699.1916666666667,1129.1333333333334,1269.4,2535.6333333333337,1081.8583333333331,395.1666666666667,6034.333333333335,669.4499999999999,1852.0916666666665
2018-01-06 07:00:00+00:00,1544.275,2128.0,677.0666666666666,1115.8833333333332,1251.975,2465.116666666667,1069.2166666666667,387.1416666666667,5866.491666666666,667.2166666666668,1819.1333333333328
2018-01-06 08:00:00+00:00,1539.9166666666663,2140.6083333333336,666.8333333333334,1112.1,1239.9166666666667,2438.258333333333,1064.4166666666663,387.58333333333326,5760.575,662.8916666666667,1797.0
2018-01-06 09:00:00+00:00,1548.9333333333332,2142.758333333333,662.35,1112.8,1246.4583333333337,2439.491666666667,1069.85,385.99166666666673,5729.891666666666,665.4416666666666,1804.6666666666663
2018-01-06 10:00:00+00:00,1573.1833333333334,2169.5666666666666,676.5333333333332,1135.7666666666669,1266.725,2470.5666666666666,1084.2416666666666,397.9583333333333,5773.808333333333,675.6666666666667,1836.8333333333333
2018-01-06 11:00:00+00:00,1628.75,2251.9666666666667,695.9083333333332,1174.825,1305.0666666666666,2552.4500000000003,1124.95,411.48333333333335,5942.591666666666,687.8416666666666,1886.666666666667
2018-01-06 12:00:00+00:00,1689.1916666666666,2327.35,733.5333333333333,1228.6333333333334,1342.1666666666667,2650.9,1172.0916666666667,429.7916666666667,6148.700000000001,696.3083333333334,1974.858333333333
2018-01-06 13:00:00+00:00,1754.4833333333331,2408.6250000000005,761.6833333333333,1274.8083333333332,1393.8916666666664,2755.45,1224.091666666667,445.95,6398.841666666667,707.7166666666667,2027.9583333333333
2018-01-06 14:00:00+00:00,1802.5166666666669,2458.9833333333336,784.3000000000002,1317.175,1430.5583333333334,2845.808333333333,1255.8583333333331,454.425,6653.625,720.1166666666667,2061.433333333333
2018-01-06 15:00:00+00:00,1826.083333333333,2500.708333333333,807.1750000000001,1346.0916666666665,1447.025,2870.3833333333337,1276.658333333333,458.50000000000006,6851.766666666666,720.6999999999999,2085.708333333333
